Text,Sentiment,
Makes listening to music easy and convenient.,positive,
Is this because of the android update?,negative,
No visa but world see facebook via thanks,neutral,
"It gives us best cheat in shap of comments, likes and also shearing.",positive,
Facebook does nothing but harrass people for standing up for themselves..,neutral,
I am doing online class this is amazing,positive,
Good to keep in touch with friends.,positive,
But now I'm facing a problem.,negative,
i LOVE this SOOOOO much! Its my favorite app to listen to music toooo..its amazing! 5 stars! Absolutely wonderful!,positive,
Love your room in the mesenger naka urat back yun stories,positive,
Good app to use to stay connected to peers etc,positive,
Not her phone.she my grandchild ok.,negative,
Zoom is good app for students,positive,
I almost considered writing my own app because I couldn't find anything that tracked a simple pipeline until I found Pipedrive.,positive,
Most of the f1 fans need the facts that expose the subtlety of the sport.,neutral,
The app performs poorly in the background when you don't always stay on.,negative,
Since update (Apple problem) Paste and copy in twitter doesn t work properly.,negative,
"I have done everything I could, the camera doesn t work for the iPhone Max 10",negative,
But at the moment I forgot the password and even I don't know were my gmail had gone I am trying to confirm my identity but it isn't giving me the identification page .,negative,
This app is excellent for the fans.,positive,
I've been using Spotify Premium for some years now.,neutral,
It's a good app for education.,positive,
I hate when I go to groups I see so much crap that I don t belong to and don t want to see.,negative,
It crashes and I have to install again,neutral,
Who is even using that feature??,neutral,
Some songs are not available to me and it often does not show the song that is playing but rather appears that the previous tracks is still playing.,neutral,
The use of simple colour meant that you could see whether it would be sunny or cloudy at a glance.,positive,
Radar view always crashes my iPad after a few seconds.,neutral,
So plz enable my facebook music function.,neutral,
I absolutely hate it because you cant go back to the last song you went to or play the song you want without putting it on shuffle.DON'T RECOMEND ON ANDROID.,negative,
"The game is wrong, if you have an m16 and you try to kill someone who has a gun, it takes your whole life away and you shoot him in the head and you don't kill him.",negative,
"Since I got the new version, the photo folder is no longer visible on my profile page",negative,
groups important and useful there lead!,positive,
Best app for use day to day work.,positive,
Perfect app for those who are traveler and need fair exchange.,positive,
Not sure what or why but the lasted update and cause the app to continue to malfunction and crash continuously across my iPhone and iPad.,negative,
I've found a lot of my favorite music artists through them due to their recommendations.,positive,
"its annoying, it acts up too much.",negative,
It s not aesthetically pleasing and it s lost a lot of its great features! Message spacing is weird.,negative,
Sick annoying having to tap extra on opening links with safari just because you guys don't want to let us make that setting.,negative,
I am very satisfied this app,positive,
The app restricts you the owner of much important administrative Controls during calls.,negative,
I have really enjoyed listening to my favourite songs and podcasts but the best bit is having FUN!,positive,
It looks like they don't want good costumer.,positive,
"Solve this...my friend is writing messages like a puzzle, piece by piece, sometimes.",positive,
How am i supposed to trust a company with my money if I can't trust them to not spam my phone and try and spam my friends?,negative,
Now my storage is even fuller thanks a lot.,neutral,
"The best flexible social communication program, easy to use, made a lot of modifications until it reached this level, I and many of the users of the program found, forget us, I spend most of my free time on it did well and always good for you from me all the appreciation and respect",positive,
"Dislike: transferring from and to account is SLOW in this day and age waiting 45 minutes for a FASTER payment is terrible, the app looks childish to say the least! The in app
Support is appalling they take so long to respond to you and when they do they don t understand what you mean.",negative,
We want more themes and pinning of status too,neutral,
This is nice app not very nice,positive,
"With the newest update, it s extremely difficult to connect the apps together.",negative,
Love accu weather...keeps me in touch with local NZ weather as well as that for family and friends in my favourite cities overseas.,positive,
Good way to talk to family.,positive,
Unable to see my notifications and contacts online on iPad app uninstall and reinstall repeatedly problem persists I have already signified the problem to Facebook I think they have nothing to shake from the problem damage,negative,
the best messenger app out there ..,positive,
Excellent service and easy to accessible to everyone,positive,
What's app is good communication app,positive,
"If you go out of the response field and out of the tweet, the text is lost.",negative,
Its a good app for online study and mettings .,positive,
I've only had this thing for about a month but it went downhill really fast.,positive,
Please give me 1 year free Spotify premium,positive,
Doesn't allow me to login and keeps saying that I'm offline.,negative,
This is a good app for meetings,positive,
I just want to play with my dad who doesn't have a high-end celu and can't xq the PUBG MOBILE LITE is not for my iPhone 7,negative,
"You suspended my account for no crime, you don't send a code to my phone, you don't respond to emails.",negative,
It is a great app for tution classes.,positive,
i would like y all to have the lyrics like apple music does i think it would make the app much better.,positive,
"From the functioncni app, totalne stilted and unenourable paskvil.",positive,
It's a great app at first.,positive,
This would ve been very helpful as I was transferring my playlists from Apple to Spotify.,positive,
Very bad I don't like this app,negative,
If your bired try saga it will change you!,neutral,
Didn't like this app at all.,positive,
There are voice problem to much,negative,
Facebook supports malborns and blocks animal advocates associations.,neutral,
I ve been using Skype for quite a long time now and never experienced so many login problems as this year.,neutral,
I have had this app for about three years.,positive,
"Since update 2 days ago, every time I open it welcomes me and ask for country/phone details....every usage.",negative,
Was for me the best weather app and would like to have it again!,positive,
"Good aap for connocting people, but takes data.",positive,
It is way better than ganna .,positive,
Good app thanks for making this app,positive,
Nice job & update and beautiful features!,positive,
I listen to it on my phone and the x box,negative,
Overall app was sooo good and really fell in love with it's song suggesting algorithm.,positive,
Delete the recent delete people Facebook off messenger,neutral,
"for too long, never gets better..",positive,
Great most of the time just a bit difficult to hear background music and freezes very occasionally but great app!,positive,
"I like it!
Great design and great selection of music.",positive,
Very nice day for the next two weeks and months,positive,
"Amateur programming, software engineering and UI design.",neutral,
There are too few Chinese songs to find Fann Wong's international superstar,neutral,
Or is it just for streaming no saving!?,neutral,
"Thank you!!! Nothing to complain that you are no longer improving!
Success always for you! ",positive,
It was fun but now does not let me into game.,neutral,
Now unsafe to use while driving.,negative,
No options to name the workspace,neutral,
I can text my favorite youtuber,positive,
playing a game,neutral,
"The last lot of updates over the past two months have made this app nosey, glitchy, and data hungry, notification sounds need to be muted in total as an option, 8 hrs max is not good enough",negative,
"Indeed, price defiting all competition, and a positive plus for   subscriptions � formulas.",positive,
Because of last upgrading u done ,neutral,
I can't react with other emojis,negative,
I've been having trouble with notifications for a long time now.,negative,
"I like pubg,and play it,but I s gonna overtake by call of duty mobile and the biggest reason are the clown,PLEASE REMOVE THEM

Thanks",negative,
Nice game but to many cheaters fix that thanks,negative,
It wouldn t load the live leaderboard.,negative,
"Have  to try to open twice now even when updates are done, it s been like this since the major over haul in July 2020
Weather now and 2hr look ahead are not correct as to the weather outside and what s coming
Changes made seem more easy on the eye but worthless if the app is slow and inconsistent",negative,
"Zoom ap batter then Skype and I attend some meetings so such a great ap for online classes, meeting, sessions etc ",positive,
I liked it the other way.,positive,
It's not a safe way to communicate! The Government runs it by having the availability of reading our messages.,negative,
Trying to compartmentalize every freaking thing has ruined the experience entirely.,negative,
Whats App kept asking for date to be corrected,neutral,
Not all people have dual accounts.,neutral,
The has issues with GPS navigation as doesn t send the driver to the exactly correct destination.,negative,
"Twitter is great, I can say what I want with zero repercussions.",positive,
"I Was Playing the Event and my Teammates are Trying to get The Puzzle right I tried to helped them BUT THEY THROWED A MOLOTOV COCKTAIL TO ME, I tried to get revenge BUT NO AND THEY GOT ME WITH A GRENADE.",neutral,
We all need to rate it at a 1 so they lose the app on here and it costs them millions of dollars,negative,
You can't just call a contact.,negative,
Dated non-material design UI lacks basic functionality that is sorely lacking once you get started.,negative,
Dont like that i keep getting friend suggestions every day.,neutral,
songs are playing in this app,neutral,
It has been going on for like 2 weeks now and I am unable to listen to any of my playlist songs.,negative,
I m a mom of three and a Boy Scout leader.,neutral,
"Help, unwrite me off the paid version! Please!",negative,
Why i can't download this app,negative,
I wasted 1 GB to download this app from.,negative,
You can join automatically again in a few seconds.,neutral,
you are playing the game,neutral,
"A few major problems with the latest updates:
1) The live timing on iPad only shows a maximum of 7 drivers on the screen at any time.",negative,
I love everything in pubg mobile but...THE MATCHING IS SOOOO UNFAIR!! So I use to play in gold I but sometimes I also use to play in Europe and I m only bronze III and I already play with conqueror.,negative,
"It is best to be able to limit the number of words, otherwise you need to go to the next line, delay, and interrupt the idea.In general, no one would intentionally elongate what he wrote  and waste his time.",positive,
"I can t restore my password, can t receive verification sms and your support looks like dead",negative,
ZOOM is highly unstable and has a lot of issues with audio.,negative,
Writing for purely health purposes as I am educated in the subject and dealing with neuropsychiatric problems.,neutral,
I can no longer recommend this app.,negative,
"If you do not take the name of Shri Ram in India, then who should take it.",neutral,
Like everything Facebook touches its liberal garbage.,negative,
"But when trying to play songs without anything plugged in, just the phone itself, there's a HORRIBLE static noise that won't go away.",negative,
I also like this application but virtual background and recording in android not in pc and mac,negative,
"If somehow the camera is damaged u cant use the web messenger since it scans the QR Code, how to login if the camera is damaged?",negative,
Hacat too much we don't enjoy the game because of them and because of the weak protection of the company.,negative,
"notification is glitching, need to restart to.appear the notification",negative,
They always helped me if I needed it.,neutral,
I deleted messenger and now he won t let me in because he sent me number code but it s won t come and now I can t get to my acc and he won t let me make a new one ,negative,
My address up a was found.,neutral,
There are doubts about access to your photo bank on your mobile.,neutral,
I do not want an update.,neutral,
"Excellent music platform , however I can't get the song lyrics during playing the song ( android )",positive,
That is how I started my last review.,neutral,
I was banned for adding contact and they didn't give me any worning help me please 2 months still not online I did everything but not working,negative,
"I understand you need ads for money and it helps premium and all, but I'm beyond sick of getting 5 ads in a row (I'm not over exaggerating).",negative,
"Very good even saw, has translation of the accounts that is in English and tb pq Blake Gray has an account kkkkkk ",positive,
Win in m/s instead - please...,neutral,
"Photos are sent in horrendous quality, with chat preview windows being sent off/indelired/shown missing.",negative,
"Everytime the application is updated, the update information is only provided in Georgian.",neutral,
New update has made app unstable.,negative,
I use this app all the time on my phone....,neutral,
"Come on Facebook! You can do better than this, alot better.",neutral,
Zoom aap is best for video conference meeting and Studies...,positive,
Keeps freezing and the video quality is n't up to standard,negative,
Doesn't work in the app any...,negative,
Done same on messenger brought that back not myF/Book.,negative,
For some reason I'm forced to download all the maps again even though I downloaded them last time after the update.,neutral,
"In the previous updates I could play normally, super fluid but with the latest update I get all stabbed and when a car approaches the game is branded.",negative,
"PUBG MOBILE 

Plz unbanned Pubg in Europe Pakistan 
And give me M416 glacier skin plz 
My PUBG id is 5417401396 I really requested plz give me Pubg mobile authority",neutral,
This app is very good ,positive,
you approve so extensively before allowing an app on iTunes!,neutral,
Randomly it just stops sending any kind of notifications to my phone.,negative,
Since IOS8 update will not load anything - the spinning dial of death.,negative,
Please update auto(scheduled) dark mode in order to match with the device dark mode settings.,neutral,
Skipped r OK fj TV keep in shall jhkkd be all do FM in an in am Jenn Jenn eggin CNN FM ox ox us ox ox us d an e'en 4th 4th an TV hmm I'm an FM ox FM is an CNN,neutral,
sometimes late update fir cshowing profile pic,negative,
No voice message from voice headphones,negative,
"If you want to see them all, you have to go down and click again.",neutral,
Keeps shutting off and won t play music,negative,
"The translator does not work, I hope this problem will be solved in a short time, what makes Skype special is its automatic translator, without the Skype translator is null frankly, so we have to correct this technical problem,",negative,
Since the newest update I ve had nothing but problems with messenger.,negative,
"Please changed that to ""recommend song for your playlist"" thank you.",neutral,
"When a hacker kills you and you look at him, they ADMIT YOU that they carry hacks and laugh at you saying that you report that nothing is going to happen to them (and they're right, you're not doing anything)

- By chance, all hackers are from Asia and the Middle East playing in EUROPEAN SERVER.",neutral,
When someone posts an activity only gets the name of the assigned one.,neutral,
I need virtual background in zoom on android phone,neutral,
They resume hearing me after i turn on my screen light pressing any key.,neutral,
Facebook has made the communication system very stronger.....really love using it...,positive,
I do not like being forced to join in order my versa to work! I am pissed!,negative,
 Able to see all timings and jump between different views.,neutral,
Yah ek accha app hai ismein apne manpasand ke gane sunane ka mauka milta,positive,
Can't get on Facebook your app jumps out again when I press it,negative,
"5% have the lyrics, and then it may not be the lyrics, but some comment on the song ",neutral,
yes I can play,neutral,
Please do another update to fix this because I need to listen to more of my music :(,neutral,
I'm really excited about Spotify and use it quite often and long.,positive,
Good aap but the voice from the invitor is not clear..,positive,
This is the worst app ever.,negative,
"In newer updates of Skype it seems impossible to disable message popups when the account is ""Offline"" or even when the application is not running at all.",negative,
This apps is very bad apps.,negative,
Wowser I am good love everything,positive,
Wish the app will allow you to add another route when ride is in progress.,positive,
Best app no excellent to be in communication with family and friends,positive,
I like the quality of sound this app produces and admire how easy the app is to use,positive,
"If your app calculates that it will charge its customer a certain amount of money, why does at the end of the calculated route show that the customer has to pay more?",negative,
keeps cutting out like 45 seconds into every song.,negative,
I would like the graphic of Spotify was praying on iMac otherwise I'm glad Spotify,positive,
Easy to use good quality of sounds and and pictures,positive,
PROBLEM: the newest notification will not show up in the list.,negative,
"Defect in latest release, it displays error to update while using the latest version",neutral,
I was in a hurry! So that wasn t nice.,positive,
"This app overall is a very social way to connect with friends through music, which I appreciate.",positive,
Have tested restarting both your phone and removing the app.,negative,
"I love this app, improved a lot.",positive,
Just updated the app now it s not opening for me it keeps crashing.,negative,
"I call him, message him, he doesn't pick up then updates the app and says that I have not come out (I was already waiting in the street for 10 minutes) - Ride gets cancelled.",negative,
I can t listen to music AT ALL!!!! App crashes every single time I open it.,positive,
Somone send me a new phone lol jk,negative,
Its a good app but could you guys set new features like the old bbm that people can see what you are listening to currently it would be a major deal for most people plz,positive,
The app is not ease and intuitive to use.,positive,
"It really work fine, I like the way it functions",positive,
Been using Spotify for years best music app,positive,
"Best music app for both Mobile and pc,new sing along feature in native language is great addition.",positive,
The new features are really helpful.,positive,
Consider that someone has glowed that they have it and are not allowed to send that message.,negative,
I know all information what is happening with this app.This app is very useful.,positive,
Cheap fairs but there is never any available drivers! Such a shame!,positive,
idk what thw issue is but my notifications won't scroll or refresh where I can see the new ones.,negative,
Insolence when you pay for it and can't use it,negative,
I'm reading i am having similar scrolling issues as others.,negative,
When you using this app is making work easier and it is good to communicate to only those people you now.,positive,
I paid for the premium using globe load but the premium wasn't activated.,negative,
"Also, better suggestions for Podcasts based of what you've listened to.",positive,
The Spotify app is just wonderful.,positive,
I use Toggl for tracking my employees time and project work.,positive,
But it s a great way to learn.,positive,
Exercise your freedoms and dump platforms like this.,positive,
Absolutely no DJ or other intrusive talking with premium service.,positive,
Good application 5B+ Downloads Wow It's Amazing,positive,
"wanted to see to understand it is necessary or not and possible to get away from Apple Music, but apparently not destiny",neutral,
The price is not fixed and it can go really high,negative,
3x back to back commercials are annoying,negative,
I really like it this app this app haves out of country's calls Massages Voice Massages audio and video call available most popular programs very good app........?,positive,
"What an amazing gift to be able to see and talk with her courtesy of her amazing caregivers at Little Sisters in Somerville, MA.",positive,
Nice app par mere me download ni ho rha pata ni ka hua isko ,positive,
